timestamp,focusScore,currentState,recoveryLatency,earValue,headPitch,phoneDetected,personCount
20:03:55,98.47,Flow,20.75,0.2309,-0.0289,0,1
20:03:55,98.59,Flow,20.75,0.2309,-0.0289,0,1
20:03:55,98.72,Flow,20.75,0.3863,-0.0596,0,1
20:03:55,98.84,Flow,20.75,0.3863,-0.0596,0,1
20:03:55,98.96,Flow,20.75,0.2715,-0.0461,0,1
20:03:55,99.09,Flow,20.75,0.2715,-0.0461,0,1
20:03:56,99.2,Flow,20.75,0.2957,-0.0621,0,1
20:03:56,99.29,Flow,20.75,0.2957,-0.0621,0,1
20:03:56,99.38,Flow,20.75,0.3095,-0.0814,0,1
20:03:56,99.45,Flow,20.75,0.3095,-0.0814,0,1
20:03:56,99.52,Flow,20.75,0.2822,-0.0705,0,1
20:03:56,99.58,Flow,20.75,0.2822,-0.0705,0,1
20:03:56,99.63,Flow,20.75,0.3305,-0.0644,0,1
20:03:56,99.67,Flow,20.75,0.3305,-0.0644,0,1
20:03:57,99.71,Flow,20.75,0.3584,-0.0624,0,1
20:03:57,99.75,Flow,20.75,0.3584,-0.0624,0,1
20:03:57,99.78,Flow,20.75,0.3792,-0.0534,0,1
20:03:57,99.8,Flow,20.75,0.3792,-0.0534,0,1
20:03:57,99.83,Flow,20.75,0.3701,-0.0511,0,1
20:03:57,99.85,Flow,20.75,0.3701,-0.0511,0,1
20:03:57,99.87,Flow,20.75,0.3831,-0.0529,0,1
20:03:58,99.88,Flow,20.75,0.3831,-0.0529,0,1
20:03:58,99.9,Flow,20.75,0.3995,-0.0518,0,1
20:03:58,99.91,Flow,20.75,0.3995,-0.0518,0,1
20:03:58,99.92,Flow,20.75,0.3802,-0.0408,0,1
20:03:58,99.93,Flow,20.75,0.3802,-0.0408,0,1
20:03:58,99.94,Flow,20.75,0.404,-0.04,0,1
20:03:58,99.95,Flow,20.75,0.404,-0.04,0,1
20:03:58,99.95,Flow,20.75,0.3856,-0.0331,0,1
20:03:59,99.96,Flow,20.75,0.3856,-0.0331,0,1
20:03:59,99.96,Flow,20.75,0.4128,-0.0292,0,1
20:03:59,99.97,Flow,20.75,0.4128,-0.0292,0,1
20:03:59,99.97,Flow,20.75,0.3598,-0.0509,0,1
20:03:59,99.97,Flow,20.75,0.3598,-0.0509,0,1
20:03:59,99.98,Flow,20.75,0.3544,-0.0193,0,1
20:03:59,99.98,Flow,20.75,0.3544,-0.0193,0,1
20:04:00,99.98,Flow,20.75,0.3871,0.0088,0,1
20:04:00,99.62,Thinking,20.75,0.3871,0.0088,0,1
20:04:07,99.29,Away,20.75,0.4059,-0.003,0,1
20:04:15,98.99,Away,20.75,0.4059,-0.003,0,1
20:04:15,98.71,Away,20.75,0.2182,-0.0901,0,1
20:04:15,98.43,Away,20.75,0.2182,-0.0901,0,1
20:04:15,98.19,Flow,15.23,0.2026,-0.0412,0,1
20:04:21,98.01,Flow,15.23,0.2026,-0.0412,0,1
20:04:21,97.86,Flow,15.23,0.3369,-0.0628,0,1
20:04:22,97.74,Flow,15.23,0.3369,-0.0628,0,1
20:04:22,97.65,Flow,15.23,0.3082,-0.0491,0,1
20:04:22,97.59,Flow,15.23,0.3082,-0.0491,0,1
20:04:22,97.55,Flow,15.23,0.3055,-0.0368,0,1
20:04:22,97.53,Flow,15.23,0.3055,-0.0368,0,1
20:04:22,97.52,Flow,15.23,0.316,-0.0653,0,1
20:04:22,97.53,Flow,15.23,0.316,-0.0653,0,1
20:04:22,97.56,Flow,15.23,0.2716,-0.0825,0,1
20:04:23,97.6,Flow,15.23,0.2716,-0.0825,0,1
20:04:23,97.65,Flow,15.23,0.2645,-0.0482,0,1
20:04:23,97.7,Flow,15.23,0.2645,-0.0482,0,1
20:04:23,97.77,Flow,15.23,0.2576,-0.0866,0,1
20:04:23,97.84,Flow,15.23,0.2576,-0.0866,0,1
20:04:23,97.92,Flow,15.23,0.2513,-0.1471,0,1
20:04:23,98.01,Flow,15.23,0.2513,-0.1471,0,1
20:04:24,98.09,Flow,15.23,0.2602,-0.0951,0,1
20:04:24,98.19,Flow,15.23,0.2602,-0.0951,0,1
20:04:24,98.29,Flow,15.23,0.2586,-0.0724,0,1
20:04:24,98.39,Flow,15.23,0.2586,-0.0724,0,1
20:04:24,98.49,Flow,15.23,0.286,-0.0648,0,1
20:04:24,98.6,Flow,15.23,0.286,-0.0648,0,1
20:04:24,98.7,Flow,15.23,0.2549,-0.0507,0,1
20:04:25,98.82,Flow,15.23,0.2549,-0.0507,0,1
20:04:25,98.93,Flow,15.23,0.289,-0.0674,0,1
20:04:25,99.04,Flow,15.23,0.289,-0.0674,0,1
20:04:25,99.16,Flow,15.23,0.2939,-0.0447,0,1
20:04:25,99.26,Flow,15.23,0.2939,-0.0447,0,1
20:04:25,99.35,Flow,15.23,0.2338,-0.0922,0,1
20:04:25,99.42,Flow,15.23,0.2338,-0.0922,0,1
20:04:25,99.49,Flow,15.23,0.2573,-0.0694,0,1
20:04:26,99.55,Flow,15.23,0.2573,-0.0694,0,1
20:04:26,99.61,Flow,15.23,0.2751,-0.1125,0,1
20:04:26,99.66,Flow,15.23,0.2751,-0.1125,0,1
20:04:26,99.7,Flow,15.23,0.2983,0.0022,0,1
20:04:26,99.73,Flow,15.23,0.2983,0.0022,0,1
20:04:26,99.76,Flow,15.23,0.2218,-0.0319,0,1
20:04:26,99.79,Flow,15.23,0.2218,-0.0319,0,1
20:04:27,99.82,Flow,15.23,0.3006,0.0012,0,1
20:04:27,99.84,Flow,15.23,0.3006,0.0012,0,1
20:04:27,99.86,Flow,15.23,0.2115,-0.025,0,1
20:04:27,99.88,Flow,15.23,0.2115,-0.025,0,1
20:04:27,99.89,Flow,15.23,0.2928,0.0644,0,1
20:04:27,99.9,Flow,15.23,0.2928,0.0644,0,1
20:04:27,99.92,Flow,15.23,0.2716,0.0298,0,1
20:04:28,99.93,Flow,15.23,0.2716,0.0298,0,1
20:04:28,99.93,Flow,15.23,0.2599,0.0428,0,1
20:04:28,99.94,Flow,15.23,0.2599,0.0428,0,1
20:04:28,99.95,Flow,15.23,0.2363,0.0338,0,1
20:04:28,99.96,Flow,15.23,0.2363,0.0338,0,1
20:04:28,99.96,Flow,15.23,0.4028,0.0555,0,1
20:04:28,99.61,Thinking,15.23,0.4028,0.0555,0,1
20:04:34,99.28,Away,15.23,0.4135,0.0875,0,1
20:04:42,98.97,Away,15.23,0.4135,0.0875,0,1
20:04:42,98.72,Flow,13.68,0.2093,-0.0931,0,1
20:04:53,98.52,Flow,13.68,0.2093,-0.0931,0,1
20:04:53,98.35,Flow,13.68,0.3307,0.0342,0,1
20:04:53,98.22,Flow,13.68,0.3307,0.0342,0,1
20:04:54,98.12,Flow,13.68,0.3533,0.0325,0,1
20:04:54,98.04,Flow,13.68,0.3533,0.0325,0,1
20:04:54,97.99,Flow,13.68,0.3394,0.0432,0,1
20:04:54,97.96,Flow,13.68,0.3394,0.0432,0,1
20:04:54,97.95,Flow,13.68,0.4059,-0.0107,0,1
20:04:55,97.96,Flow,13.68,0.4059,-0.0107,0,1
20:04:55,97.98,Flow,13.68,0.3924,0.0533,0,1
20:04:55,98.01,Flow,13.68,0.3924,0.0533,0,1
20:04:55,98.05,Flow,13.68,0.3553,0.0281,0,1
20:04:55,98.11,Flow,13.68,0.3553,0.0281,0,1
20:04:55,98.17,Flow,13.68,0.3676,0.0253,0,1
20:04:55,98.24,Flow,13.68,0.3676,0.0253,0,1
20:04:56,98.32,Flow,13.68,0.3872,0.0352,0,1
20:04:56,98.4,Flow,13.68,0.3872,0.0352,0,1
20:04:56,98.49,Flow,13.68,0.4572,0.0627,0,1
20:04:56,98.58,Flow,13.68,0.4572,0.0627,0,1
20:04:56,98.67,Flow,13.68,0.4154,0.0689,0,1
20:04:56,98.77,Flow,13.68,0.4154,0.0689,0,1
20:04:56,98.87,Flow,13.68,0.4119,0.0691,0,1
20:04:57,98.98,Flow,13.68,0.4119,0.0691,0,1
20:04:57,99.09,Flow,13.68,0.3818,0.0846,0,1
20:04:57,99.2,Flow,13.68,0.3818,0.0846,0,1
20:04:57,99.29,Flow,13.68,0.3471,0.0659,0,1
20:04:57,99.38,Flow,13.68,0.3471,0.0659,0,1
20:04:57,99.45,Flow,13.68,0.3532,0.0616,0,1
20:04:57,99.52,Flow,13.68,0.3532,0.0616,0,1
20:04:58,99.58,Flow,13.68,0.3539,0.0601,0,1
20:04:58,99.63,Flow,13.68,0.3539,0.0601,0,1
20:04:58,99.67,Flow,13.68,0.3822,0.0587,0,1
20:04:58,99.71,Flow,13.68,0.3822,0.0587,0,1
20:04:58,99.75,Flow,13.68,0.355,0.0625,0,1
20:04:58,99.78,Flow,13.68,0.355,0.0625,0,1
20:04:58,99.8,Flow,13.68,0.3602,0.0554,0,1
20:04:58,99.83,Flow,13.68,0.3602,0.0554,0,1
20:04:59,99.85,Flow,13.68,0.3465,0.065,0,1
20:04:59,99.87,Flow,13.68,0.3465,0.065,0,1
20:04:59,99.88,Flow,13.68,0.3108,0.0676,0,1
20:04:59,99.9,Flow,13.68,0.3108,0.0676,0,1
20:04:59,99.91,Flow,13.68,0.3458,0.0764,0,1
20:04:59,99.92,Flow,13.68,0.3458,0.0764,0,1
20:04:59,99.93,Flow,13.68,0.355,0.0786,0,1
20:05:00,99.94,Flow,13.68,0.355,0.0786,0,1
20:05:00,99.95,Flow,13.68,0.342,0.0736,0,1
20:05:00,99.95,Flow,13.68,0.342,0.0736,0,1
20:05:00,99.96,Flow,13.68,0.3658,0.0728,0,1
20:05:00,99.96,Flow,13.68,0.3658,0.0728,0,1
20:05:00,99.97,Flow,13.68,0.3429,0.069,0,1
20:05:00,99.97,Flow,13.68,0.3429,0.069,0,1
20:05:00,99.97,Flow,13.68,0.3648,0.0571,0,1
20:05:01,99.98,Flow,13.68,0.3648,0.0571,0,1
20:05:01,99.98,Flow,13.68,0.317,0.0612,0,1
20:05:01,99.98,Flow,13.68,0.317,0.0612,0,1
20:05:01,99.98,Flow,13.68,0.3558,0.0599,0,1
20:05:01,99.99,Flow,13.68,0.3558,0.0599,0,1
20:05:01,99.99,Flow,13.68,0.4048,-0.0018,0,1
20:05:01,99.99,Flow,13.68,0.4048,-0.0018,0,1
20:05:02,99.99,Flow,13.68,0.3504,-0.1089,0,1
20:05:02,99.99,Flow,13.68,0.3504,-0.1089,0,1
20:05:02,99.99,Flow,13.68,0.3,0.0,0,1
20:05:02,99.99,Flow,13.68,0.3,0.0,0,1
20:05:02,99.99,Flow,13.68,0.3654,0.0899,0,1
20:05:02,100.0,Flow,13.68,0.3654,0.0899,0,1
20:05:02,100.0,Flow,13.68,0.3591,0.0528,0,1
20:05:02,100.0,Flow,13.68,0.3591,0.0528,0,1
20:05:03,100.0,Flow,13.68,0.3639,0.0376,0,1
20:05:03,100.0,Flow,13.68,0.3639,0.0376,0,1
20:05:03,100.0,Flow,13.68,0.3354,0.0457,0,1
20:05:03,100.0,Flow,13.68,0.3354,0.0457,0,1
20:05:03,100.0,Flow,13.68,0.3034,0.0317,0,1
20:05:03,100.0,Flow,13.68,0.3034,0.0317,0,1
20:05:03,100.0,Flow,13.68,0.3894,0.0805,0,1
20:05:03,100.0,Flow,13.68,0.3894,0.0805,0,1
20:05:04,100.0,Flow,13.68,0.35,0.0764,0,1
20:05:04,100.0,Flow,13.68,0.35,0.0764,0,1
20:05:04,100.0,Flow,13.68,0.3447,0.0818,0,1
20:05:04,100.0,Flow,13.68,0.3447,0.0818,0,1
20:05:04,100.0,Flow,13.68,0.3648,0.0798,0,1
20:05:04,100.0,Flow,13.68,0.3648,0.0798,0,1
20:05:04,100.0,Flow,13.68,0.3601,0.0751,0,1
20:05:04,100.0,Flow,13.68,0.3601,0.0751,0,1
20:05:05,100.0,Flow,13.68,0.3735,0.0592,0,1
20:05:05,100.0,Flow,13.68,0.3735,0.0592,0,1
20:05:05,100.0,Flow,13.68,0.3693,0.0584,0,1
20:05:05,100.0,Flow,13.68,0.3693,0.0584,0,1
20:05:05,100.0,Flow,13.68,0.4031,0.0662,0,1
20:05:05,100.0,Flow,13.68,0.4031,0.0662,0,1
20:05:05,100.0,Flow,13.68,0.392,0.0751,0,1
20:05:05,100.0,Flow,13.68,0.392,0.0751,0,1
20:05:06,100.0,Flow,13.68,0.3706,0.0826,0,1
20:05:06,100.0,Flow,13.68,0.3706,0.0826,0,1
20:05:06,100.0,Flow,13.68,0.3653,0.0763,0,1
20:05:06,100.0,Flow,13.68,0.3653,0.0763,0,1
20:05:06,100.0,Flow,13.68,0.3465,0.0741,0,1
20:05:06,100.0,Flow,13.68,0.3465,0.0741,0,1
20:05:06,100.0,Flow,13.68,0.3659,0.0674,0,1
20:05:07,100.0,Flow,13.68,0.3659,0.0674,0,1
20:05:07,100.0,Flow,13.68,0.368,0.0764,0,1
20:05:07,100.0,Flow,13.68,0.368,0.0764,0,1
20:05:07,100.0,Flow,13.68,0.3827,0.0739,0,1
20:05:07,100.0,Flow,13.68,0.3827,0.0739,0,1
20:05:07,100.0,Flow,13.68,0.3604,0.0773,0,1
20:05:07,100.0,Flow,13.68,0.3604,0.0773,0,1
20:05:08,100.0,Flow,13.68,0.3731,0.0785,0,1
20:05:08,100.0,Flow,13.68,0.3731,0.0785,0,1
20:05:08,100.0,Flow,13.68,0.4194,0.0871,0,1
20:05:08,100.0,Flow,13.68,0.4194,0.0871,0,1
20:05:08,100.0,Flow,13.68,0.3872,0.0928,0,1
20:05:08,100.0,Flow,13.68,0.3872,0.0928,0,1
20:05:08,100.0,Flow,13.68,0.3834,0.0962,0,1
20:05:08,100.0,Flow,13.68,0.3834,0.0962,0,1
20:05:09,100.0,Flow,13.68,0.4068,0.0986,0,1
20:05:09,100.0,Flow,13.68,0.4068,0.0986,0,1
20:05:09,100.0,Flow,13.68,0.3937,0.0876,0,1
20:05:09,100.0,Flow,13.68,0.3937,0.0876,0,1
20:05:09,100.0,Flow,13.68,0.3887,0.0955,0,1
20:05:09,100.0,Flow,13.68,0.3887,0.0955,0,1
20:05:09,100.0,Flow,13.68,0.3643,0.095,0,1
20:05:09,100.0,Flow,13.68,0.3643,0.095,0,1
20:05:10,100.0,Flow,13.68,0.4082,0.0885,0,1
20:05:10,100.0,Flow,13.68,0.4082,0.0885,0,1
20:05:10,100.0,Flow,13.68,0.4059,0.0875,0,1
20:05:10,100.0,Flow,13.68,0.4059,0.0875,0,1
20:05:10,100.0,Flow,13.68,0.2752,0.0879,0,1
20:05:10,100.0,Flow,13.68,0.2752,0.0879,0,1
20:05:10,100.0,Flow,13.68,0.3719,0.0876,0,1
20:05:11,100.0,Flow,13.68,0.3719,0.0876,0,1
20:05:11,100.0,Flow,13.68,0.4203,0.094,0,1
20:05:11,100.0,Flow,13.68,0.4203,0.094,0,1
20:05:11,100.0,Flow,13.68,0.3899,0.0978,0,1
20:05:11,100.0,Flow,13.68,0.3899,0.0978,0,1
20:05:11,100.0,Flow,13.68,0.3816,0.0905,0,1
20:05:11,100.0,Flow,13.68,0.3816,0.0905,0,1
20:05:11,100.0,Flow,13.68,0.3697,0.0956,0,1
20:05:12,100.0,Flow,13.68,0.3697,0.0956,0,1
20:05:12,100.0,Flow,13.68,0.4013,0.0977,0,1
20:05:12,100.0,Flow,13.68,0.4013,0.0977,0,1
20:05:12,100.0,Flow,13.68,0.3922,0.0966,0,1
20:05:12,100.0,Flow,13.68,0.3922,0.0966,0,1
20:05:12,100.0,Flow,13.68,0.3897,0.1007,0,1
20:05:12,100.0,Flow,13.68,0.3897,0.1007,0,1
20:05:13,100.0,Flow,13.68,0.4028,0.102,0,1
20:05:13,100.0,Flow,13.68,0.4028,0.102,0,1
20:05:13,100.0,Flow,13.68,0.4082,0.0983,0,1
20:05:13,100.0,Flow,13.68,0.4082,0.0983,0,1
20:05:13,100.0,Flow,13.68,0.4163,0.1033,0,1
20:05:13,100.0,Flow,13.68,0.4163,0.1033,0,1
20:05:13,100.0,Flow,13.68,0.3782,0.1022,0,1
20:05:13,100.0,Flow,13.68,0.3782,0.1022,0,1
20:05:14,100.0,Flow,13.68,0.3927,0.1018,0,1
20:05:14,100.0,Flow,13.68,0.3927,0.1018,0,1
20:05:14,100.0,Flow,13.68,0.3975,0.1006,0,1
20:05:14,100.0,Flow,13.68,0.3975,0.1006,0,1
20:05:14,100.0,Flow,13.68,0.3224,0.1009,0,1
20:05:14,100.0,Flow,13.68,0.3224,0.1009,0,1
20:05:14,100.0,Flow,13.68,0.3862,0.098,0,1
20:05:14,100.0,Flow,13.68,0.3862,0.098,0,1
20:05:15,100.0,Flow,13.68,0.3852,0.0958,0,1
20:05:15,100.0,Flow,13.68,0.3852,0.0958,0,1
20:05:15,100.0,Flow,13.68,0.3899,0.1091,0,1
20:05:15,100.0,Flow,13.68,0.3899,0.1091,0,1
20:05:15,100.0,Flow,13.68,0.4115,0.0966,0,1
20:05:15,100.0,Flow,13.68,0.4115,0.0966,0,1
20:05:15,100.0,Flow,13.68,0.4075,0.1029,0,1
20:05:16,100.0,Flow,13.68,0.4075,0.1029,0,1
20:05:16,100.0,Flow,13.68,0.3954,0.1018,0,1
20:05:16,100.0,Flow,13.68,0.3954,0.1018,0,1
20:05:16,100.0,Flow,13.68,0.4025,0.1192,0,1
20:05:16,100.0,Flow,13.68,0.4025,0.1192,0,1
20:05:16,100.0,Flow,13.68,0.4049,0.1261,0,1
20:05:16,100.0,Flow,13.68,0.4049,0.1261,0,1
20:05:16,100.0,Flow,13.68,0.4046,0.1252,0,1
20:05:17,100.0,Flow,13.68,0.4046,0.1252,0,1
20:05:17,100.0,Flow,13.68,0.394,0.1278,0,1
20:05:17,100.0,Flow,13.68,0.394,0.1278,0,1
20:05:17,100.0,Flow,13.68,0.4064,0.1242,0,1
20:05:17,100.0,Flow,13.68,0.4064,0.1242,0,1
20:05:17,100.0,Flow,13.68,0.4073,0.1256,0,1
20:05:17,100.0,Flow,13.68,0.4073,0.1256,0,1
20:05:17,100.0,Flow,13.68,0.4097,0.1354,0,1
20:05:18,100.0,Flow,13.68,0.4097,0.1354,0,1
20:05:18,100.0,Flow,13.68,0.395,0.1273,0,1
20:05:18,100.0,Flow,13.68,0.395,0.1273,0,1
20:05:18,100.0,Flow,13.68,0.388,0.1228,0,1
20:05:18,100.0,Flow,13.68,0.388,0.1228,0,1
20:05:18,100.0,Flow,13.68,0.4155,0.1244,0,1
20:05:18,100.0,Flow,13.68,0.4155,0.1244,0,1
20:05:19,100.0,Flow,13.68,0.4085,0.1149,0,1
20:05:19,100.0,Flow,13.68,0.4085,0.1149,0,1
20:05:19,100.0,Flow,13.68,0.4254,0.1303,0,1
20:05:19,100.0,Flow,13.68,0.4254,0.1303,0,1
20:05:19,100.0,Flow,13.68,0.4126,0.1168,0,1
20:05:19,100.0,Flow,13.68,0.4126,0.1168,0,1
20:05:19,100.0,Flow,13.68,0.4089,0.1091,0,1
20:05:19,100.0,Flow,13.68,0.4089,0.1091,0,1
20:05:20,100.0,Flow,13.68,0.4037,0.1197,0,1
20:05:20,100.0,Flow,13.68,0.4037,0.1197,0,1
20:05:20,100.0,Flow,13.68,0.4256,0.1124,0,1
20:05:20,100.0,Flow,13.68,0.4256,0.1124,0,1
20:05:20,100.0,Flow,13.68,0.4214,0.1091,0,1
20:05:20,100.0,Flow,13.68,0.4214,0.1091,0,1
20:05:20,100.0,Flow,13.68,0.4302,0.1073,0,1
20:05:20,100.0,Flow,13.68,0.4302,0.1073,0,1
20:05:21,100.0,Flow,13.68,0.4187,0.1082,0,1
20:05:21,100.0,Flow,13.68,0.4187,0.1082,0,1
20:05:21,100.0,Flow,13.68,0.4231,0.1096,0,1
20:05:21,100.0,Flow,13.68,0.4231,0.1096,0,1
20:05:21,100.0,Flow,13.68,0.4103,0.0978,0,1
20:05:21,100.0,Flow,13.68,0.4103,0.0978,0,1
20:05:21,100.0,Flow,13.68,0.4064,0.0874,0,1
20:05:21,100.0,Flow,13.68,0.4064,0.0874,0,1
20:05:22,100.0,Flow,13.68,0.3991,0.0947,0,1
20:05:22,100.0,Flow,13.68,0.3991,0.0947,0,1
20:05:22,100.0,Flow,13.68,0.3929,0.1058,0,1
20:05:22,100.0,Flow,13.68,0.3929,0.1058,0,1
20:05:22,100.0,Flow,13.68,0.4124,0.108,0,1
20:05:22,100.0,Flow,13.68,0.4124,0.108,0,1
20:05:22,100.0,Flow,13.68,0.4178,0.105,0,1
